"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Dosage in Murine Study]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dosage in Human Study]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gender]"	"Term Source REF"	"Term Accession Number"	"Factor Value[B3 Vitamin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 100 mg 12-24 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 100 mg 6-12 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 100 mg Pre h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 1000 mg 0-6 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"0-6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 1000 mg 12-24 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 1000 mg 6-12 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 1000 mg Pre h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 300 mg 0-6 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"0-6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 300 mg 12-24 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 300 mg 6-12 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM used for MeNam and pyridones urine 300 mg Pre h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 100 mg 0-6 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"0-6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 100 mg 12-24 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 100 mg 6-12 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 100 mg Pre h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 1000 mg 0-6 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"0-6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 1000 mg 12-24 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 1000 mg 6-12 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 1000 mg Pre h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 300 mg 0-6 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"0-6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 300 mg 12-24 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 300 mg 6-12 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 7"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"DMM_urine 300 mg Pre h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 100 mg 0-6 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"0-6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 100 mg 12-24 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 100 mg 6-12 h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 100 mg Pre h"	""	""	""	""	"100"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 1000 mg 0-6 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"0-6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 1000 mg 12-24 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 1000 mg 6-12 h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 1000 mg Pre h"	""	""	""	""	"1000"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 300 mg 0-6 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"0-6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 300 mg 12-24 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"12-24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 300 mg 6-12 h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"6-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Clinical Study Subject 1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"TLR_urine 300 mg Pre h"	""	""	""	""	"300"	"mg"	""	""	"Female"	""	""	"nicotinamide riboside chloride"	""	""	"Pre"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Human_N=1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"Human_N=1_urine 1000 mg 4.1-7.7 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"4.1-7.7"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Human_N=1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"Human_N=1_urine 1000 mg 8.1-12 h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"8.1-12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Human_N=1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"Human_N=1_urine 1000 mg Pre 1st Dose h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"Pre 1st Dose"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Human_N=1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"Human_N=1_urine 1000 mg Pre 2nd Dose h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"Pre 2nd Dose"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Human_N=1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"Human_N=1_urine 1000 mg Pre 5th Dose h"	""	""	""	""	"1000"	"mg"	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"Pre 5th Dose"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020615&020915_1 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020615&020915_10 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020615&020915_100 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020615&020915_1000 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020615&020915_3 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020615&020915_30 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020615&020915_300 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020615&020915_Blank"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020915_0.5 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020915_1.5 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020915_15 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020915_150 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020915_5 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020915_50 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020915_500 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_020915_Blank"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_1 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_10 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_100 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_1000 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_1500 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_3 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_30 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_300 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_022715_Blank"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_030215&030315_1 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_030215&030315_10 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_030215&030315_100 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_030215&030315_1000 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_030215&030315_3 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Standard Curve"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Standard Curve_030215&030315_30 pmol"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
