"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Previous Malaria Infection]"	"Term Source REF"	"Term Accession Number"
"2588877"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_040"	"VT_150821_040.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"250"	""	""	"Semi-immune"	""	""
"2588877"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_042"	"VT_150821_042.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"252"	""	""	"Semi-immune"	""	""
"2588878"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_044"	"VT_150821_044.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"254"	""	""	"Semi-immune"	""	""
"2588878"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_046"	"VT_150821_046.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"256"	""	""	"Semi-immune"	""	""
"2588878"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_048"	"VT_150821_048.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"258"	""	""	"Semi-immune"	""	""
"2588875"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_050"	"VT_150821_050.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"260"	""	""	"Semi-immune"	""	""
"2588875"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_052"	"VT_150821_052.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"262"	""	""	"Semi-immune"	""	""
"2588875"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_054"	"VT_150821_054.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"264"	""	""	"Semi-immune"	""	""
"2588846"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_056"	"VT_150821_056.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"266"	""	""	"Semi-immune"	""	""
"2588846"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_058"	"VT_150821_058.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"268"	""	""	"Semi-immune"	""	""
"2588846"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_060"	"VT_150821_060.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"270"	""	""	"Semi-immune"	""	""
"2588855"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_062"	"VT_150821_062.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"272"	""	""	"Semi-immune"	""	""
"2588855"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_064"	"VT_150821_064.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"274"	""	""	"Semi-immune"	""	""
"2588855"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_066"	"VT_150821_066.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"276"	""	""	"Semi-immune"	""	""
"2588839"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_068"	"VT_150821_068.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"278"	""	""	"Naive"	""	""
"2588839"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_070"	"VT_150821_070.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"280"	""	""	"Naive"	""	""
"2588839"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_072"	"VT_150821_072.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"282"	""	""	"Naive"	""	""
"2588845"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_074"	"VT_150821_074.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"284"	""	""	"Semi-immune"	""	""
"2588845"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_076"	"VT_150821_076.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"286"	""	""	"Semi-immune"	""	""
"2588845"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_078"	"VT_150821_078.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"3 weeks"	""	""	"2"	""	""	"288"	""	""	"Semi-immune"	""	""
"2588843"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_080"	"VT_150821_080.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"290"	""	""	"Semi-immune"	""	""
"2588843"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_082"	"VT_150821_082.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"292"	""	""	"Semi-immune"	""	""
"2588843"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_084"	"VT_150821_084.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"294"	""	""	"Semi-immune"	""	""
"2588876"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_086"	"VT_150821_086.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"296"	""	""	"Semi-immune"	""	""
"2588876"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_088"	"VT_150821_088.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"298"	""	""	"Semi-immune"	""	""
"2588876"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_090"	"VT_150821_090.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"300"	""	""	"Semi-immune"	""	""
"2588856"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_092"	"VT_150821_092.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"302"	""	""	"Semi-immune"	""	""
"2588856"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_094"	"VT_150821_094.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"304"	""	""	"Semi-immune"	""	""
"2588856"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_096"	"VT_150821_096.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"306"	""	""	"Semi-immune"	""	""
"2588854"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_098"	"VT_150821_098.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"308"	""	""	"Naive"	""	""
"2588854"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_100"	"VT_150821_100.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"310"	""	""	"Naive"	""	""
"2588854"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_102"	"VT_150821_102.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"312"	""	""	"Naive"	""	""
"2588868"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_104"	"VT_150821_104.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"314"	""	""	"Naive"	""	""
"2588868"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_106"	"VT_150821_106.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"316"	""	""	"Naive"	""	""
"2588868"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_108"	"VT_150821_108.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"318"	""	""	"Naive"	""	""
"2588847"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_110"	"VT_150821_110.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"320"	""	""	"Naive"	""	""
"2588847"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_112"	"VT_150821_112.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"322"	""	""	"Naive"	""	""
"2588847"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_114"	"VT_150821_114.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Baseline"	""	""	"2"	""	""	"324"	""	""	"Naive"	""	""
"2588840"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_116"	"VT_150821_116.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"326"	""	""	"Naive"	""	""
"2588840"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_118"	"VT_150821_118.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"328"	""	""	"Naive"	""	""
"2588840"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_120"	"VT_150821_120.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"Diagnosis"	""	""	"2"	""	""	"330"	""	""	"Naive"	""	""
"2588858"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_122"	"VT_150821_122.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_c18neg.tsv"	"4 months"	""	""	"2"	""	""	"332"	""	""	"Semi-immune"	""	""
