"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"
"2352539"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_069"	"VT_150919_069.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 1"	""	""	"10"	""	""	"1021"	""	""
"2352539"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_071"	"VT_150919_071.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 1"	""	""	"10"	""	""	"1022"	""	""
"2473725"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_073"	"VT_150919_073.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1023"	""	""
"2473725"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_075"	"VT_150919_075.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1024"	""	""
"2473725"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_077"	"VT_150919_077.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1025"	""	""
"2461342"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_079"	"VT_150919_079.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1026"	""	""
"2461342"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_081"	"VT_150919_081.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1027"	""	""
"2461342"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_083"	"VT_150919_083.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1028"	""	""
"2455388"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_085"	"VT_150919_085.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1029"	""	""
"2455388"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_087"	"VT_150919_087.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1030"	""	""
"2455388"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_089"	"VT_150919_089.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1031"	""	""
"2432680"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_091"	"VT_150919_091.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1032"	""	""
"2432680"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_093"	"VT_150919_093.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1033"	""	""
"2432680"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_095"	"VT_150919_095.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1034"	""	""
"2428187"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_097"	"VT_150919_097.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1035"	""	""
"2428187"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_099"	"VT_150919_099.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1036"	""	""
"2428187"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_101"	"VT_150919_101.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1037"	""	""
"2408435"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_103"	"VT_150919_103.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1038"	""	""
"2408435"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_105"	"VT_150919_105.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1039"	""	""
"2408435"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_107"	"VT_150919_107.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1040"	""	""
"2473929"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_109"	"VT_150919_109.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 7"	""	""	"10"	""	""	"1041"	""	""
"2473929"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_111"	"VT_150919_111.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 7"	""	""	"10"	""	""	"1042"	""	""
"2473929"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_113"	"VT_150919_113.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 7"	""	""	"10"	""	""	"1043"	""	""
"2463932"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_115"	"VT_150919_115.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 5"	""	""	"10"	""	""	"1044"	""	""
"2463932"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_117"	"VT_150919_117.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 5"	""	""	"10"	""	""	"1045"	""	""
"2463932"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_119"	"VT_150919_119.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"TimePoint 5"	""	""	"10"	""	""	"1046"	""	""
"2448204"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_121"	"VT_150919_121.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1047"	""	""
"2448204"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_123"	"VT_150919_123.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1048"	""	""
"2448204"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_125"	"VT_150919_125.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1049"	""	""
"2434224"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_127"	"VT_150919_127.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1050"	""	""
"2434224"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_129"	"VT_150919_129.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1051"	""	""
"2434224"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_131"	"VT_150919_131.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1052"	""	""
"2429171"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_133"	"VT_150919_133.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1053"	""	""
"2429171"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_135"	"VT_150919_135.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1054"	""	""
"2429171"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_137"	"VT_150919_137.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1055"	""	""
"2466155"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_139"	"VT_150919_139.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily"	""	""	"10"	""	""	"1056"	""	""
"2466155"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_141"	"VT_150919_141.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily"	""	""	"10"	""	""	"1057"	""	""
"2466155"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_143"	"VT_150919_143.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily"	""	""	"10"	""	""	"1058"	""	""
"2448814"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_145"	"VT_150919_145.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1059"	""	""
"2448814"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_147"	"VT_150919_147.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1060"	""	""
"2448814"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_149"	"VT_150919_149.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1061"	""	""
"2435247"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_151"	"VT_150919_151.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1062"	""	""
"2435247"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_153"	"VT_150919_153.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1063"	""	""
"2435247"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_155"	"VT_150919_155.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1064"	""	""
"2466626"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150919_157"	"VT_150919_157.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_hilicpos.tsv"	"Daily Meta"	""	""	"10"	""	""	"1065"	""	""
