"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Column model 2]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 2]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Extra OCCmedia 24hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCCmedia 24hr C_1"	"Extra OCCmedia 24hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCCmedia 48hr A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCCmedia 48hr A_1"	"Extra OCCmedia 48hr A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCCmedia 48hr B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCCmedia 48hr B_1"	"Extra OCCmedia 48hr B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCCmedia 48hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCCmedia 48hr C_1"	"Extra OCCmedia 48hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCCmedia Initial A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCCmedia Initial A_1"	"Extra OCCmedia Initial A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCCmedia Initial B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCCmedia Initial B_1"	"Extra OCCmedia Initial B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCCmedia Initial C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCCmedia Initial C_1"	"Extra OCCmedia Initial C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 0.25hr A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 0.25hr A_1"	"Extra OCSC 0.25hr A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 0.25hr B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 0.25hr B_1"	"Extra OCSC 0.25hr B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 0.25hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 0.25hr C_1"	"Extra OCSC 0.25hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 0.50hr A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 0.50hr A_1"	"Extra OCSC 0.50hr A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 0.50hr B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 0.50hr B_1"	"Extra OCSC 0.50hr B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 0.50hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 0.50hr C_1"	"Extra OCSC 0.50hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 08hr A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 08hr A_1"	"Extra OCSC 08hr A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 08hr B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 08hr B_1"	"Extra OCSC 08hr B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 08hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 08hr C_1"	"Extra OCSC 08hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 24hr A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 24hr A_1"	"Extra OCSC 24hr A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 24hr B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 24hr B_1"	"Extra OCSC 24hr B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 24hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 24hr C_1"	"Extra OCSC 24hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 48hr A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 48hr A_1"	"Extra OCSC 48hr A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 48hr B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 48hr B_1"	"Extra OCSC 48hr B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC 48hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC 48hr C_1"	"Extra OCSC 48hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC Initial A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC Initial A_1"	"Extra OCSC Initial A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC Initial B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC Initial B_1"	"Extra OCSC Initial B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSC Initial C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSC Initial C_1"	"Extra OCSC Initial C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSCmedia 24hr A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSCmedia 24hr A_2"	"Extra OCSCmedia 24hr A_2.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSCmedia 24hr B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSCmedia 24hr B_1"	"Extra OCSCmedia 24hr B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSCmedia 24hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSCmedia 24hr C_1"	"Extra OCSCmedia 24hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSCmedia 48hr A"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSCmedia 48hr A_1"	"Extra OCSCmedia 48hr A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
