"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Thermal Desorption unit]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Sa_NB_3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_3"	"SA_NB_3H_293830_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_4"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_4"	"SA_NB_3H_293808_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_5"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_5"	"SA_NB_3H_293809_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_6"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_6"	"SA_NB_5H_293847_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_7"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_7"	"SA_NB_5H_293848_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_8"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_8"	"SA_NB_5H_293849_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_9"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_9"	"SA_NB_5H_293826_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_10"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_10"	"SA_NB_5H_293827_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_11"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_11"	"SA_NB_5H_293828_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_12"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_12"	"SA_NB_15H_293816_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_13"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_13"	"SA_NB_15H_293817_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_14"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_14"	"SA_NB_15H_293818_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_15"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_15"	"SA_NB_15H_293813_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_16"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_16"	"SA_NB_15H_293814_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Sa_NB_17"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Sa_NB_17"	"SA_NB_15H_293830_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"NB_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NB_1"	"NB_3H_293810_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"NB_2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NB_2"	"NB_5H_293850_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"NB_3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NB_3"	"NB_5H_293821_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"NB_4"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NB_4"	"NB_7H_293819_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"NB_5"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NB_5"	"NB_7H_293820_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"NB_6"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NB_6"	"NB_7H_293848_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"NB_7"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NB_7"	"NB_15H_293849_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"NB_8"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"NB_8"	"NB_15H_293850_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SO_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"SO_1"	"SORBENTONLY_293821_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SO_2"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"SO_2"	"SORBENTONLY_293820_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SO_3"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"SO_3"	"SORBENTONLY_293829_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"SO_4"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890N GC"	""	""	"Markes International UltrA 2"	""	""	"Markes International UNITY 2"	""	""	"DB-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-500"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"SO_4"	"SORBENTONLY_293849_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls497_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
