"Sample Name"	"Factor Value[season]"	"Term Source REF"	"Term Accession Number"	"Factor Value[species]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"QC_neg_summer_03"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F,8_01_5714.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_summer_04"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F,8_01_5723.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_summer_05"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F,8_01_5744.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_summer_06"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1_F,8_01_5757.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_autumn_01"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_6654"	"neg_MM8_1-F,8_01_6654.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_autumn_02"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_6626"	"neg_MM8_1-F,8_01_6626.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_autumn_03"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_6646"	"neg_MM8_1-F,8_01_6646.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_autumn_04"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_6617"	"neg_MM8_1-F,8_01_6617.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_autumn_05"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_6635"	"neg_MM8_1-F,8_01_6635.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_winter_01"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7166"	"neg_MM8_1-F,8_01_7166.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_winter_02"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7156"	"neg_MM8_1-F,8_01_7156.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_winter_03"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7185"	"neg_MM8_1-F,8_01_7185.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_winter_04"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7193"	"neg_MM8_1-F,8_01_7193.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_winter_05"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7157"	"neg_MM8_1-F,8_01_7157.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_winter_06"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7175"	"neg_MM8_1-F,8_01_7175.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_spring_01"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7475"	"neg_MM8_1-F,8_01_7475.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_spring_02"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7484"	"neg_MM8_1-F,8_01_7484.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_spring_03"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7436"	"neg_MM8_1-F,8_01_7436.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_spring_04"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7435"	"neg_MM8_1-F,8_01_7435.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_spring_05"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7451"	"neg_MM8_1-F,8_01_7451.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
"QC_neg_spring_06"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_MM8_1-F.8_01_7462"	"neg_MM8_1-F,8_01_7462.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_negative_mode.maf.tsv"
