"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dose]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Scan range]"	"Term Source REF"	"Term Accession Number"
"H01.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01_K2_ges_pos"	"016_CRa_H9M5_M470_H01_K2_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 2"	""	""	"Full range"	""	""
"H03.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03_K2_ges_pos"	"026_CRa_H9M5_M470_H03_K2_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 2"	""	""	"Full range"	""	""
"H14.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14_K2_ges_pos"	"015_CRa_H9M5_M470_H14_K2_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 2"	""	""	"Full range"	""	""
"C01.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01_K3_ges_pos"	"019_CRa_H9M5_M470_C01_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"C03.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03_K3_ges_pos"	"036_CRa_H9M5_M470_C03_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"C14.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14_K3_ges_pos"	"020_CRa_H9M5_M470_C14_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"L01.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01_K3_ges_pos"	"029_CRa_H9M5_M470_L01_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"L03.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03_K3_ges_pos"	"010_CRa_H9M5_M470_L03_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"L14.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14_K3_ges_pos"	"038_CRa_H9M5_M470_L14_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"H01.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01_K3_ges_pos"	"031_CRa_H9M5_M470_H01_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"H03.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03_K3_ges_pos"	"046_CRa_H9M5_M470_H03_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"H14.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14_K3_ges_pos"	"027_CRa_H9M5_M470_H14_K3_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Full range"	""	""
"Blank.1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_01_ges_pos"	"001_CRa_H9M5_M470_Blank_01_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_02_ges_pos"	"005_CRa_H9M5_M470_Blank_02_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_03_ges_pos"	"009_CRa_H9M5_M470_Blank_03_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.4"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_04_ges_pos"	"013_CRa_H9M5_M470_Blank_04_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.5"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_05_ges_pos"	"018_CRa_H9M5_M470_Blank_05_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.6"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_06_ges_pos"	"022_CRa_H9M5_M470_Blank_06_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.7"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_07_ges_pos"	"028_CRa_H9M5_M470_Blank_07_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.8"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_08_ges_pos"	"032_CRa_H9M5_M470_Blank_08_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.9"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_09_ges_pos"	"037_CRa_H9M5_M470_Blank_09_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.10"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_10_ges_pos"	"041_CRa_H9M5_M470_Blank_10_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Blank.11"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_11_ges_pos"	"047_CRa_H9M5_M470_Blank_11_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Pool.1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_01_ges_pos"	"002_CRa_H9M5_M470_Pool_01_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Pool.2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_02_ges_pos"	"003_CRa_H9M5_M470_Pool_02_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Pool.3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_03_ges_pos"	"014_CRa_H9M5_M470_Pool_03_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Pool.4"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_04_ges_pos"	"023_CRa_H9M5_M470_Pool_04_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Pool.5"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_05_ges_pos"	"033_CRa_H9M5_M470_Pool_05_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"Pool.6"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_06_ges_pos"	"042_CRa_H9M5_M470_Pool_06_ges_pos.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Full range"	""	""
"C01.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01_K1_alternate_pos_low"	"012_CRa_H9M5_M470_C01_K1_alternate_pos_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
"C03.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03_K1_alternate_pos_low"	"025_CRa_H9M5_M470_C03_K1_alternate_pos_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
"C14.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14_K1_alternate_pos_low"	"030_CRa_H9M5_M470_C14_K1_alternate_pos_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
"L01.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01_K1_alternate_pos_low"	"034_CRa_H9M5_M470_L01_K1_alternate_pos_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
"L03.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03_K1_alternate_pos_low"	"040_CRa_H9M5_M470_L03_K1_alternate_pos_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
