"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Calibrant list]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Metabolite Assignment File"
"batch01_C03"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_C03"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_C03"	"batch01_C03__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_C03__Dataset02_AT"	"batch01_C03__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_C03__Dataset03_FS"	"batch01_C03__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_C03__Dataset05_SPL"	"batch01_C03__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_C03__Dataset06_FPL"	"batch01_C03__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_S05"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_S05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_S05"	"batch01_S05__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_S05__Dataset02_AT"	"batch01_S05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_S05__Dataset03_FS"	"batch01_S05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_S05__Dataset05_SPL"	"batch01_S05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_S05__Dataset06_FPL"	"batch01_S05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_C07"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_C07"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_C07"	"batch01_C07__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_C07__Dataset02_AT"	"batch01_C07__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_C07__Dataset03_FS"	"batch01_C07__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_C07__Dataset05_SPL"	"batch01_C07__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_C07__Dataset06_FPL"	"batch01_C07__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_S06"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_S06"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_S06"	"batch01_S06__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_S06__Dataset02_AT"	"batch01_S06__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_S06__Dataset03_FS"	"batch01_S06__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_S06__Dataset05_SPL"	"batch01_S06__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_S06__Dataset06_FPL"	"batch01_S06__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_QC05"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_QC05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_QC05"	"batch01_QC05__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_QC05__Dataset02_AT"	"batch01_QC05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_QC05__Dataset03_FS"	"batch01_QC05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_QC05__Dataset05_SPL"	"batch01_QC05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_QC05__Dataset06_FPL"	"batch01_QC05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_C08"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_C08"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_C08"	"batch01_C08__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_C08__Dataset02_AT"	"batch01_C08__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_C08__Dataset03_FS"	"batch01_C08__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_C08__Dataset05_SPL"	"batch01_C08__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_C08__Dataset06_FPL"	"batch01_C08__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_C06"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_C06"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_C06"	"batch01_C06__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_C06__Dataset02_AT"	"batch01_C06__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_C06__Dataset03_FS"	"batch01_C06__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_C06__Dataset05_SPL"	"batch01_C06__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_C06__Dataset06_FPL"	"batch01_C06__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_S02"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_S02"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_S02"	"batch01_S02__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_S02__Dataset02_AT"	"batch01_S02__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_S02__Dataset03_FS"	"batch01_S02__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_S02__Dataset05_SPL"	"batch01_S02__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_S02__Dataset06_FPL"	"batch01_S02__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_S09"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_S09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_S09"	"batch01_S09__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_S09__Dataset02_AT"	"batch01_S09__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_S09__Dataset03_FS"	"batch01_S09__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_S09__Dataset05_SPL"	"batch01_S09__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_S09__Dataset06_FPL"	"batch01_S09__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_C02"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_C02"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_C02"	"batch01_C02__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_C02__Dataset02_AT"	"batch01_C02__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_C02__Dataset03_FS"	"batch01_C02__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_C02__Dataset05_SPL"	"batch01_C02__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_C02__Dataset06_FPL"	"batch01_C02__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_QC06"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_QC06"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_QC06"	"batch01_QC06__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_QC06__Dataset02_AT"	"batch01_QC06__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_QC06__Dataset03_FS"	"batch01_QC06__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_QC06__Dataset05_SPL"	"batch01_QC06__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_QC06__Dataset06_FPL"	"batch01_QC06__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_S04"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_S04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_S04"	"batch01_S04__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_S04__Dataset02_AT"	"batch01_S04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_S04__Dataset03_FS"	"batch01_S04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_S04__Dataset05_SPL"	"batch01_S04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_S04__Dataset06_FPL"	"batch01_S04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_S08"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_S08"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_S08"	"batch01_S08__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_S08__Dataset02_AT"	"batch01_S08__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_S08__Dataset03_FS"	"batch01_S08__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_S08__Dataset05_SPL"	"batch01_S08__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_S08__Dataset06_FPL"	"batch01_S08__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_C04"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_C04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_C04"	"batch01_C04__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_C04__Dataset02_AT"	"batch01_C04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_C04__Dataset03_FS"	"batch01_C04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_C04__Dataset05_SPL"	"batch01_C04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_C04__Dataset06_FPL"	"batch01_C04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_S10"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_S10"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_S10"	"batch01_S10__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_S10__Dataset02_AT"	"batch01_S10__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_S10__Dataset03_FS"	"batch01_S10__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_S10__Dataset05_SPL"	"batch01_S10__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_S10__Dataset06_FPL"	"batch01_S10__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_C09"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_C09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_C09"	"batch01_C09__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_C09__Dataset02_AT"	"batch01_C09__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_C09__Dataset03_FS"	"batch01_C09__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_C09__Dataset05_SPL"	"batch01_C09__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_C09__Dataset06_FPL"	"batch01_C09__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch01_QC07"	"Extraction"	"80:20 methanol/water"	"other"	"batch01_QC07"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch01_QC07"	"batch01_QC07__Dataset01_IRF.zip"	"Averaging of transients"	"batch01_QC07__Dataset02_AT"	"batch01_QC07__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch01_QC07__Dataset03_FS"	"batch01_QC07__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch01_QC07__Dataset05_SPL"	"batch01_QC07__Dataset05_SPL.zip"	"Replicate Filtering"	"batch01_QC07__Dataset06_FPL"	"batch01_QC07__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch02_C05"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_C05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_C05"	"batch02_C05__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_C05__Dataset02_AT"	"batch02_C05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_C05__Dataset03_FS"	"batch02_C05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_C05__Dataset05_SPL"	"batch02_C05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_C05__Dataset06_FPL"	"batch02_C05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
"batch02_S03"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_S03"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_S03"	"batch02_S03__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_S03__Dataset02_AT"	"batch02_S03__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_S03__Dataset03_FS"	"batch02_S03__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_S03__Dataset05_SPL"	"batch02_S03__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_S03__Dataset06_FPL"	"batch02_S03__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9a__SFPM_PQN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10a__SFPM_PQN_KNN_GLOG.xlsx"	""	""	""	""	""	""	""
