"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 2]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 2]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MH0334"	"Extraction"	""	""	"MH0334"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0335"	"Extraction"	""	""	"MH0335"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0336"	"Extraction"	""	""	"MH0336"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0337"	"Extraction"	""	""	"MH0337"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0338"	"Extraction"	""	""	"MH0338"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0340"	"Extraction"	""	""	"MH0340"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0341"	"Extraction"	""	""	"MH0341"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0342"	"Extraction"	""	""	"MH0342"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0343"	"Extraction"	""	""	"MH0343"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0345"	"Extraction"	""	""	"MH0345"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0347"	"Extraction"	""	""	"MH0347"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0348"	"Extraction"	""	""	"MH0348"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0349"	"Extraction"	""	""	"MH0349"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0350"	"Extraction"	""	""	"MH0350"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0351"	"Extraction"	""	""	"MH0351"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0354"	"Extraction"	""	""	"MH0354"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0356"	"Extraction"	""	""	"MH0356"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0357"	"Extraction"	""	""	"MH0357"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0358"	"Extraction"	""	""	"MH0358"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0359"	"Extraction"	""	""	"MH0359"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0360"	"Extraction"	""	""	"MH0360"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0361"	"Extraction"	""	""	"MH0361"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0363"	"Extraction"	""	""	"MH0363"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0366"	"Extraction"	""	""	"MH0366"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0367"	"Extraction"	""	""	"MH0367"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0370"	"Extraction"	""	""	"MH0370"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0372"	"Extraction"	""	""	"MH0372"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0379"	"Extraction"	""	""	"MH0379"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0382"	"Extraction"	""	""	"MH0382"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0383"	"Extraction"	""	""	"MH0383"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0392"	"Extraction"	""	""	"MH0392"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0394"	"Extraction"	""	""	"MH0394"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0398"	"Extraction"	""	""	"MH0398"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0400"	"Extraction"	""	""	"MH0400"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0401"	"Extraction"	""	""	"MH0401"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0403"	"Extraction"	""	""	"MH0403"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
