"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"V5 7 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 7 8"	"V5 7 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 11 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 11 8"	"V7 11 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 16 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 16 8"	"V7 16 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 8 11"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 8 11"	"V7 8 11.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 11 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 11 8"	"V9 11 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 16 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 16 8"	"V9 16 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 7 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 7 8"	"V9 7 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 10 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 10 10"	"V1 10 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 15 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 15 10"	"V1 15 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 16 9 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 16 9 "	"V1 16 9 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 20 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 20 10"	"V1 20 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 20 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 20 9"	"V1 20 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 25 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 25 9"	"V1 25 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 30 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 30 9"	"V1 30 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 5 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 5 10"	"V1 5 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 10 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 10 10"	"V11 10 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 15 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 15 10"	"V11 15 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 16 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 16 9"	"V11 16 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 20 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 20 10"	"V11 20 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 20 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 20 9"	"V11 20 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 25 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 25 9"	"V11 25 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 30 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 30 9"	"V11 30 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V11 5 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V11 5 10"	"V11 5 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 10 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 10 10"	"V2 10 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 15 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 15 10"	"V2 15 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 16 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 16 9"	"V2 16 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 20 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 20 10"	"V2 20 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 20 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 20 9"	"V2 20 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 25 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 25 9"	"V2 25 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 30 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 30 9"	"V2 30 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V2 5 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V2 5 10"	"V2 5 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V5 10 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 10 10"	"V5 10 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V5 15 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 15 10"	"V5 15 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V5 16 9 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 16 9 "	"V5 16 9 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V5 20 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 20 10"	"V5 20 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V5 20 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 20 9"	"V5 20 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V5 25 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 25 9"	"V5 25 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V5 30 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 30 9"	"V5 30 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V5 5 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V5 5 10"	"V5 5 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 10 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 10 10"	"V7 10 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 15 10"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 15 10"	"V7 15 10.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 16 9"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 16 9"	"V7 16 9.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
