"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch number]"	"Term Source REF"	"Term Accession Number"
"E24"	"Extraction"	""	""	"EN_24"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EM00153_4"	"global_negative_EM00153_4.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"24"	""	""	"4"	""	""
"E25"	"Extraction"	""	""	"EN_25"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EM00154_5"	"global_negative_EM00154_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"40"	""	""	"5"	""	""
"E26"	"Extraction"	""	""	"EN_26"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EM00193_3"	"global_negative_EM00193_3.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"16"	""	""	"3"	""	""
"E28"	"Extraction"	""	""	"EN_28"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EM00244_2"	"global_negative_EM00244_2.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"10"	""	""	"2"	""	""
"E29"	"Extraction"	""	""	"EN_29"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EN00237_1"	"global_negative_EN00237_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"40"	""	""	"1"	""	""
"E30"	"Extraction"	""	""	"EN_30"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EN00270_5"	"global_negative_EN00270_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"10"	""	""	"5"	""	""
"F01"	"Extraction"	""	""	"FN_01"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AE00291_1"	"global_negative_AE00291_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"16"	""	""	"1"	""	""
"F02"	"Extraction"	""	""	"FN_02"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AI00296_5"	"global_negative_AI00296_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"22"	""	""	"5"	""	""
"F03"	"Extraction"	""	""	"FN_03"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AJ02668_1"	"global_negative_AJ02668_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"24"	""	""	"1"	""	""
"F05"	"Extraction"	""	""	"FN_05"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AJ02948_5"	"global_negative_AJ02948_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"61"	""	""	"5"	""	""
"F06"	"Extraction"	""	""	"FN_06"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AJ02988_1"	"global_negative_AJ02988_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"32"	""	""	"1"	""	""
"F07"	"Extraction"	""	""	"FN_07"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AR03026_1"	"global_negative_AR03026_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"25"	""	""	"1"	""	""
"F08"	"Extraction"	""	""	"FN_08"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AJ03083_5"	"global_negative_AJ03083_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"58"	""	""	"5"	""	""
"F09"	"Extraction"	""	""	"FN_09"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AR02624_1"	"global_negative_AR02624_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"38"	""	""	"1"	""	""
"F11"	"Extraction"	""	""	"FN_11"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AR02790_4"	"global_negative_AR02790_4.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"13"	""	""	"4"	""	""
"F12"	"Extraction"	""	""	"FN_12"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AR02841_5"	"global_negative_AR02841_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"23"	""	""	"5"	""	""
"F13"	"Extraction"	""	""	"FN_13"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"BC00380_5"	"global_negative_BC00380_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"43"	""	""	"5"	""	""
"F14"	"Extraction"	""	""	"FN_14"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"BC00410_1"	"global_negative_BC00410_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"31"	""	""	"1"	""	""
"F15"	"Extraction"	""	""	"FN_15"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"BC00454_4"	"global_negative_BC00454_4.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"31"	""	""	"4"	""	""
"F16"	"Extraction"	""	""	"FN_16"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"BD00001_5"	"global_negative_BD00001_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"42"	""	""	"5"	""	""
"F17"	"Extraction"	""	""	"FN_17"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"BD00005_1"	"global_negative_BD00005_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"9"	""	""	"1"	""	""
"F18"	"Extraction"	""	""	"FN_18"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"BD00007_5"	"global_negative_BD00007_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"46"	""	""	"5"	""	""
"F19"	"Extraction"	""	""	"FN_19"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"BM00894_2"	"global_negative_BM00894_2.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"16"	""	""	"2"	""	""
"F21"	"Extraction"	""	""	"FN_21"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"CK01334_2"	"global_negative_CK01334_2.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"43"	""	""	"2"	""	""
"F22"	"Extraction"	""	""	"FN_22"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"CK01337_5"	"global_negative_CK01337_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"56"	""	""	"5"	""	""
"F23"	"Extraction"	""	""	"FN_23"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EL00426_2"	"global_negative_EL00426_2.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"6"	""	""	"2"	""	""
"F24"	"Extraction"	""	""	"FN_24"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"ER00004_2"	"global_negative_ER00004_2.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"22"	""	""	"2"	""	""
"F26"	"Extraction"	""	""	"FN_26"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"ET00061_3"	"global_negative_ET00061_3.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"11"	""	""	"3"	""	""
"F28"	"Extraction"	""	""	"FN_28"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EW00782_5"	"global_negative_EW00782_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"52"	""	""	"5"	""	""
"F29"	"Extraction"	""	""	"FN_29"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"EW00803_3"	"global_negative_EW00803_3.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"9"	""	""	"3"	""	""
"F30"	"Extraction"	""	""	"FN_30"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"AG00001_5"	"global_negative_AG00001_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"49"	""	""	"5"	""	""
"QC"	"Extraction"	""	""	"QC9_5"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC9_5"	"global_negative_QC9_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"57"	""	""	"5"	""	""
"QC"	"Extraction"	""	""	"QC9_4"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC9_4"	"global_negative_QC9_4.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"29"	""	""	"4"	""	""
"QC"	"Extraction"	""	""	"QC9_2"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC9_2"	"global_negative_QC9_2.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"29"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"QC9_1"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC9_1"	"global_negative_QC9_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"29"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"QC8_5"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC8_5"	"global_negative_QC8_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"48"	""	""	"5"	""	""
"QC"	"Extraction"	""	""	"QC8_4"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC8_4"	"global_negative_QC8_4.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"23"	""	""	"4"	""	""
"QC"	"Extraction"	""	""	"QC8_2"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC8_2"	"global_negative_QC8_2.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"23"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"QC8_1"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC8_1"	"global_negative_QC8_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"23"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"QC7_5"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC7_5"	"global_negative_QC7_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"39"	""	""	"5"	""	""
"QC"	"Extraction"	""	""	"QC7_4"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC7_4"	"global_negative_QC7_4.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"17"	""	""	"4"	""	""
"QC"	"Extraction"	""	""	"QC7_2"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC7_2"	"global_negative_QC7_2.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"17"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"QC7_1"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC7_1"	"global_negative_QC7_1.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"17"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"QC6_5"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"QC6_5"	"global_negative_QC6_5.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"30"	""	""	"5"	""	""
