"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch number]"	"Term Source REF"	"Term Accession Number"
"D28"	"Extraction"	""	""	"ex_D28"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_G11_83"	"targeted_positive_lipid1_20121114_Lipid_1_G11_83.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"74"	""	""	"1"	""	""
"D29"	"Extraction"	""	""	"ex_D29"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C6_30"	"targeted_positive_lipid1_20121114_Lipid_1_C6_30.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"33"	""	""	"1"	""	""
"D30"	"Extraction"	""	""	"ex_D30"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_D3_39"	"targeted_positive_lipid1_20121114_Lipid_1_D3_39.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"42"	""	""	"1"	""	""
"E01"	"Extraction"	""	""	"ex_E01"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B5_17"	"targeted_positive_lipid2_20121114_Lipdi_2_B5_17.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"116"	""	""	"2"	""	""
"E02"	"Extraction"	""	""	"ex_E02"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_E8_56"	"targeted_positive_lipid1_20121114_Lipid_1_E8_56.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"59"	""	""	"1"	""	""
"E03"	"Extraction"	""	""	"ex_E03"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C9_33"	"targeted_positive_lipid1_20121114_Lipid_1_C9_33.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"36"	""	""	"1"	""	""
"E04"	"Extraction"	""	""	"ex_E04"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_A3_3"	"targeted_positive_lipid1_20121114_Lipid_1_A3_3.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"6"	""	""	"1"	""	""
"E05"	"Extraction"	""	""	"ex_E05"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B3_15"	"targeted_positive_lipid2_20121114_Lipdi_2_B3_15.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"114"	""	""	"2"	""	""
"E06"	"Extraction"	""	""	"ex_E06"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_C3_27"	"targeted_positive_lipid2_20121114_Lipdi_2_C3_27.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"126"	""	""	"2"	""	""
"E07"	"Extraction"	""	""	"ex_E07"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_F10_70"	"targeted_positive_lipid2_20121114_Lipdi_2_F10_70.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"157"	""	""	"2"	""	""
"E08"	"Extraction"	""	""	"ex_E08"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C12_36"	"targeted_positive_lipid1_20121114_Lipid_1_C12_36.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"27"	""	""	"1"	""	""
"E09"	"Extraction"	""	""	"ex_E09"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_G10_82"	"targeted_positive_lipid1_20121114_Lipid_1_G10_82.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"73"	""	""	"1"	""	""
"E10"	"Extraction"	""	""	"ex_E10"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D11_47"	"targeted_positive_lipid2_20121114_Lipdi_2_D11_47.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"134"	""	""	"2"	""	""
"E11"	"Extraction"	""	""	"ex_E11"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_F7_67"	"targeted_positive_lipid2_20121114_Lipdi_2_F7_67.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"166"	""	""	"2"	""	""
"E12"	"Extraction"	""	""	"ex_E12"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_G6_78"	"targeted_positive_lipid2_20121114_Lipdi_2_G6_78.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"177"	""	""	"2"	""	""
"E13"	"Extraction"	""	""	"ex_E13"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_E4_52"	"targeted_positive_lipid2_20121114_Lipdi_2_E4_52.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"151"	""	""	"2"	""	""
"E14"	"Extraction"	""	""	"ex_E14"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_H5_89"	"targeted_positive_lipid2_20121114_Lipdi_2_H5_89.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"188"	""	""	"2"	""	""
"E15"	"Extraction"	""	""	"ex_E15"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_D7_43"	"targeted_positive_lipid1_20121114_Lipid_1_D7_43.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"46"	""	""	"1"	""	""
"E16"	"Extraction"	""	""	"ex_E16"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_G3_75"	"targeted_positive_lipid1_20121114_Lipid_1_G3_75.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"78"	""	""	"1"	""	""
"E17"	"Extraction"	""	""	"ex_E17"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_F6_66"	"targeted_positive_lipid2_20121114_Lipdi_2_F6_66.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"165"	""	""	"2"	""	""
"E18"	"Extraction"	""	""	"ex_E18"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_A4_4"	"targeted_positive_lipid1_20121114_Lipid_1_A4_4.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"7"	""	""	"1"	""	""
"E19"	"Extraction"	""	""	"ex_E19"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C4_28"	"targeted_positive_lipid1_20121114_Lipid_1_C4_28.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"31"	""	""	"1"	""	""
"E20"	"Extraction"	""	""	"ex_E20"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_E2_50"	"targeted_positive_lipid2_20121114_Lipdi_2_E2_50.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"149"	""	""	"2"	""	""
"E21"	"Extraction"	""	""	"ex_E21"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B4_16"	"targeted_positive_lipid2_20121114_Lipdi_2_B4_16.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"115"	""	""	"2"	""	""
"E22"	"Extraction"	""	""	"ex_E22"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_H3_87"	"targeted_positive_lipid2_20121114_Lipdi_2_H3_87.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"186"	""	""	"2"	""	""
"E23"	"Extraction"	""	""	"ex_E23"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_H8_92"	"targeted_positive_lipid1_20121114_Lipid_1_H8_92.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"95"	""	""	"1"	""	""
"E24"	"Extraction"	""	""	"ex_E24"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_B1_13"	"targeted_positive_lipid1_20121114_Lipid_1_B1_13.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"16"	""	""	"1"	""	""
"E25"	"Extraction"	""	""	"ex_E25"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_E9_57"	"targeted_positive_lipid2_20121114_Lipdi_2_E9_57.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"156"	""	""	"2"	""	""
"E26"	"Extraction"	""	""	"ex_E26"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B1_13"	"targeted_positive_lipid2_20121114_Lipdi_2_B1_13.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"112"	""	""	"2"	""	""
"E27"	"Extraction"	""	""	"ex_E27"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_F2_62"	"targeted_positive_lipid1_20121114_Lipid_1_F2_62.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"65"	""	""	"1"	""	""
"E28"	"Extraction"	""	""	"ex_E28"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A10_10"	"targeted_positive_lipid2_20121114_Lipdi_2_A10_10.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"97"	""	""	"2"	""	""
"E29"	"Extraction"	""	""	"ex_E29"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C7_31"	"targeted_positive_lipid1_20121114_Lipid_1_C7_31.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"34"	""	""	"1"	""	""
"E30"	"Extraction"	""	""	"ex_E30"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_G5_77"	"targeted_positive_lipid1_20121114_Lipid_1_G5_77.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"80"	""	""	"1"	""	""
"F01"	"Extraction"	""	""	"ex_F01"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D12_48"	"targeted_positive_lipid2_20121114_Lipdi_2_D12_48.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"135"	""	""	"2"	""	""
"F02"	"Extraction"	""	""	"ex_F02"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A5_5"	"targeted_positive_lipid2_20121114_Lipdi_2_A5_5.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"104"	""	""	"2"	""	""
"F03"	"Extraction"	""	""	"ex_F03"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_H10_94"	"targeted_positive_lipid1_20121114_Lipid_1_H10_94.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"85"	""	""	"1"	""	""
"F04"	"Extraction"	""	""	"ex_F04"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_E6_54"	"targeted_positive_lipid1_20121114_Lipid_1_E6_54.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"57"	""	""	"1"	""	""
"F05"	"Extraction"	""	""	"ex_F05"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D10_46"	"targeted_positive_lipid2_20121114_Lipdi_2_D10_46.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"133"	""	""	"2"	""	""
"F06"	"Extraction"	""	""	"ex_F06"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_C8_32"	"targeted_positive_lipid2_20121114_Lipdi_2_C8_32.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"131"	""	""	"2"	""	""
