"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch number]"	"Term Source REF"	"Term Accession Number"
"E13"	"Extraction"	""	""	"EP_13"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E66"	"global_positive_Batch2_E66.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"186"	""	""	"2"	""	""
"E14"	"Extraction"	""	""	"EP_14"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E67"	"global_positive_Batch2_E67.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"188"	""	""	"2"	""	""
"E15"	"Extraction"	""	""	"EP_15"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E68"	"global_positive_Batch2_E68.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"189"	""	""	"2"	""	""
"E16"	"Extraction"	""	""	"EP_16"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E71"	"global_positive_Batch2_E71.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"192"	""	""	"2"	""	""
"E17"	"Extraction"	""	""	"EP_17"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_E68"	"global_positive_Batch1_E68.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"82"	""	""	"1"	""	""
"E18"	"Extraction"	""	""	"EP_18"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_E69"	"global_positive_Batch1_E69.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"83"	""	""	"1"	""	""
"E19"	"Extraction"	""	""	"EP_19"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E72"	"global_positive_Batch2_E72.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"194"	""	""	"2"	""	""
"E20"	"Extraction"	""	""	"EP_20"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E69"	"global_positive_Batch2_E69.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"190"	""	""	"2"	""	""
"E21"	"Extraction"	""	""	"EP_21"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E70"	"global_positive_Batch2_E70.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"191"	""	""	"2"	""	""
"E22"	"Extraction"	""	""	"EP_22"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_E70"	"global_positive_Batch1_E70.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"84"	""	""	"1"	""	""
"E23"	"Extraction"	""	""	"EP_23"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_E71"	"global_positive_Batch1_E71.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"85"	""	""	"1"	""	""
"E24"	"Extraction"	""	""	"EP_24"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_E72"	"global_positive_Batch1_E72.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"86"	""	""	"1"	""	""
"E25"	"Extraction"	""	""	"EP_25"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_E73"	"global_positive_Batch1_E73.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"88"	""	""	"1"	""	""
"E26"	"Extraction"	""	""	"EP_26"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E73"	"global_positive_Batch2_E73.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"195"	""	""	"2"	""	""
"E27"	"Extraction"	""	""	"EP_27"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E74"	"global_positive_Batch2_E74.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"196"	""	""	"2"	""	""
"E28"	"Extraction"	""	""	"EP_28"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_E75"	"global_positive_Batch2_E75.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"197"	""	""	"2"	""	""
"E29"	"Extraction"	""	""	"EP_29"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_E74"	"global_positive_Batch1_E74.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"89"	""	""	"1"	""	""
"E30"	"Extraction"	""	""	"EP_30"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_E75"	"global_positive_Batch1_E75.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"90"	""	""	"1"	""	""
"F01"	"Extraction"	""	""	"FP_01"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F81"	"global_positive_Batch1_F81.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"97"	""	""	"1"	""	""
"F02"	"Extraction"	""	""	"FP_02"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F81"	"global_positive_Batch2_F81.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"204"	""	""	"2"	""	""
"F03"	"Extraction"	""	""	"FP_03"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F82"	"global_positive_Batch2_F82.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"206"	""	""	"2"	""	""
"F04"	"Extraction"	""	""	"FP_04"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F82"	"global_positive_Batch1_F82.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"98"	""	""	"1"	""	""
"F05"	"Extraction"	""	""	"FP_05"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F83"	"global_positive_Batch2_F83.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"207"	""	""	"2"	""	""
"F06"	"Extraction"	""	""	"FP_06"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F84"	"global_positive_Batch2_F84.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"208"	""	""	"2"	""	""
"F07"	"Extraction"	""	""	"FP_07"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F85"	"global_positive_Batch2_F85.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"209"	""	""	"2"	""	""
"F08"	"Extraction"	""	""	"FP_08"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F83"	"global_positive_Batch1_F83.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"100"	""	""	"1"	""	""
"F09"	"Extraction"	""	""	"FP_09"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F76"	"global_positive_Batch2_F76.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"198"	""	""	"2"	""	""
"F10"	"Extraction"	""	""	"FP_10"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F77"	"global_positive_Batch2_F77.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"200"	""	""	"2"	""	""
"F11"	"Extraction"	""	""	"FP_11"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F78"	"global_positive_Batch2_F78.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"201"	""	""	"2"	""	""
"F12"	"Extraction"	""	""	"FP_12"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F76"	"global_positive_Batch1_F76.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"91"	""	""	"1"	""	""
"F13"	"Extraction"	""	""	"FP_13"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F84"	"global_positive_Batch1_F84.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"101"	""	""	"1"	""	""
"F14"	"Extraction"	""	""	"FP_14"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F86"	"global_positive_Batch2_F86.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"210"	""	""	"2"	""	""
"F15"	"Extraction"	""	""	"FP_15"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F85"	"global_positive_Batch1_F85.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"102"	""	""	"1"	""	""
"F16"	"Extraction"	""	""	"FP_16"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F89"	"global_positive_Batch1_F89.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"107"	""	""	"1"	""	""
"F17"	"Extraction"	""	""	"FP_17"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F89_120921102721"	"global_positive_Batch2_F89_120921102721.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"214"	""	""	"2"	""	""
"F18"	"Extraction"	""	""	"FP_18"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F90"	"global_positive_Batch1_F90.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"108"	""	""	"1"	""	""
"F19"	"Extraction"	""	""	"FP_19"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F90"	"global_positive_Batch2_F90.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"215"	""	""	"2"	""	""
"F20"	"Extraction"	""	""	"FP_20"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F77"	"global_positive_Batch1_F77.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"92"	""	""	"1"	""	""
"F21"	"Extraction"	""	""	"FP_21"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F78"	"global_positive_Batch1_F78.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"94"	""	""	"1"	""	""
"F22"	"Extraction"	""	""	"FP_22"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F79"	"global_positive_Batch1_F79.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"95"	""	""	"1"	""	""
"F23"	"Extraction"	""	""	"FP_23"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F86"	"global_positive_Batch1_F86.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"103"	""	""	"1"	""	""
"F24"	"Extraction"	""	""	"FP_24"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch1_F80"	"global_positive_Batch1_F80.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"96"	""	""	"1"	""	""
"F25"	"Extraction"	""	""	"FP_25"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F87"	"global_positive_Batch2_F87.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"212"	""	""	"2"	""	""
"F26"	"Extraction"	""	""	"FP_26"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"50-1500"	"Thermo Scientific LTQ Orbitrap Velos"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Batch2_F88"	"global_positive_Batch2_F88.mzXML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"213"	""	""	"2"	""	""
