"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Signal range]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Resolution]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MOREX8977"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX8977"	"MOREX8977.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX8982"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX8982"	"MOREX8982.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX8987"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX8987"	"MOREX8987.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX8992"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX8992"	"MOREX8992.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9126"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9126"	"MOREX9126.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9131"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9131"	"MOREX9131.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9218"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9218"	"MOREX9218.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9225"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9225"	"MOREX9225.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9232"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9232"	"MOREX9232.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9351"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9351"	"MOREX9351.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9358"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9358"	"MOREX9358.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9365"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9365"	"MOREX9365.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9372"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9372"	"MOREX9372.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9703"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9703"	"MOREX9703.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9708"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9708"	"MOREX9708.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9713"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9713"	"MOREX9713.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9842"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9842"	"MOREX9842.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9847"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9847"	"MOREX9847.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9852"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9852"	"MOREX9852.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9857"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9857"	"MOREX9857.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9992"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9992"	"MOREX9992.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MOREX9997"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MOREX9997"	"MOREX9997.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10012"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10012"	"SEBASTIAN10012.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10017"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10017"	"SEBASTIAN10017.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10022"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10022"	"SEBASTIAN10022.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10027"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10027"	"SEBASTIAN10027.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10192"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10192"	"SEBASTIAN10192.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10197"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10197"	"SEBASTIAN10197.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10202"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10202"	"SEBASTIAN10202.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10207"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10207"	"SEBASTIAN10207.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10311"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10311"	"SEBASTIAN10311.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10316"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10316"	"SEBASTIAN10316.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10471"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10471"	"SEBASTIAN10471.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10476"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10476"	"SEBASTIAN10476.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10481"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10481"	"SEBASTIAN10481.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10486"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10486"	"SEBASTIAN10486.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10651"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10651"	"SEBASTIAN10651.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SEBASTIAN10656"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"SEBASTIAN10656"	"SEBASTIAN10656.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
