"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T0_3e"	"AZ5_lipids"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T2_1e"	"AZ5_lipids"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T2_2e"	"AZ5_lipids"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T2_3e"	"AZ5_lipids"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T4_1e"	"AZ5_lipids"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T4_2e"	"AZ5_lipids"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T4_3e"	"AZ5_lipids"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ5_lipids"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled_QCe"	"AZ5_lipids"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ5_lipids"	"blank"	""	""	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"solvent"	"BAO"	""	"Sample collection"	"Solvente"	"AZ5_lipids"	""	""	"Blank"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T2_1"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T2_2"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T2_3"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T2_4"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T2_5"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T2_6"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T4_1"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T4_2"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T4_3"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T4_4"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T4_5"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ3_T4_6"	"AZ367"	""	""	"Triclosan 0.016 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T2_1"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T2_2"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T2_3"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T2_4"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T2_5"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T2_6"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T4_1"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T4_2"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_TA_3"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T4_4"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T4_5"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ6_T4_6"	"AZ367"	""	""	"CCCP 4 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ7_T2_1"	"AZ367"	""	""	"5-Chloro-2-(methylsulfonyl)-N-(1,3-thiazol-2-yl)-4-pyrimidinecarboxamide 64 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ7_T2_2"	"AZ367"	""	""	"5-Chloro-2-(methylsulfonyl)-N-(1,3-thiazol-2-yl)-4-pyrimidinecarboxamide 64 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ7_T2_3"	"AZ367"	""	""	"5-Chloro-2-(methylsulfonyl)-N-(1,3-thiazol-2-yl)-4-pyrimidinecarboxamide 64 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ7_T4_1"	"AZ367"	""	""	"5-Chloro-2-(methylsulfonyl)-N-(1,3-thiazol-2-yl)-4-pyrimidinecarboxamide 64 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ7_TA_2"	"AZ367"	""	""	"5-Chloro-2-(methylsulfonyl)-N-(1,3-thiazol-2-yl)-4-pyrimidinecarboxamide 64 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ7_T4_3"	"AZ367"	""	""	"5-Chloro-2-(methylsulfonyl)-N-(1,3-thiazol-2-yl)-4-pyrimidinecarboxamide 64 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ367"	"blank"	""	""	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"blank"	""	""	"Sample collection"	"BLANK_IV"	"AZ367"	""	""	"Blank"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"ISDnegf"	"AZ367"	""	""	"Fragmentation"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"ISDposf"	"AZ367"	""	""	"Fragmentation"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_1f"	"AZ367"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_2"	"AZ367"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_3f"	"AZ367"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_4"	"AZ367"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_5f"	"AZ367"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_6"	"AZ367"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"PooledIV_7"	"AZ367"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"PooledIV_8"	"AZ367"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"PooledIV_9"	"AZ367"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"PooledIV_10"	"AZ367"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"PooledIV_11"	"AZ367"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"PooledIV_12"	"AZ367"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ367"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"PooledIV_13"	"AZ367"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"7"	""	""
"AZ367"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_1_1f"	"AZ367"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_2_1f"	"AZ367"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ367"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_3_1f"	"AZ367"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
