"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose source]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Level measurement type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Cell number]"	"Term Source REF"	"Term Accession Number"
"27_6"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_6"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_7"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_7"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_8"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_8"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_9"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_9"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_10"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_10"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_11"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_11"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_12"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_12"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_13"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_13"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_14"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_14"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_15"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_15"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_16"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_16"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_17"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_17"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_18"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_18"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_19"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_19"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_20"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_20"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_21"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_21"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_22"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_22"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_23"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_23"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_24"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_24"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_25"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_25"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_26"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_26"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_27"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_27"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_28"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_28"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_29"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_29"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_30"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_30"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_31"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_31"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_32"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_32"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_33"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_33"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_34"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_34"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_35"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_35"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_36"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_36"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_37"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_37"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_38"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_38"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_39"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_39"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_40"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_40"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_41"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_41"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_42"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_42"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_43"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_43"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_44"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_44"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_45"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_45"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_46"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_46"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_47"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_47"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_48"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_48"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_49"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_49"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_50"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_50"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_51"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_51"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_52"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_52"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_53"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_53"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_54"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_54"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_55"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_55"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_56"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_56"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_57"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_57"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_58"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_58"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_59"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_59"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_60"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_60"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_61"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_61"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_62"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_62"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_63"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_63"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_64"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_64"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_65"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_65"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"27_66"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"27_66"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"Reference"	""	""	"n/a"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
