"Sample Name"	"Factor Value[season]"	"Term Source REF"	"Term Accession Number"	"Factor Value[species]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"QC_pos_summer_03"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_5692"	"pos_MM8_1-F,8_01_5692.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_summer_04"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_5701"	"pos_MM8_1-F,8_01_5701.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_summer_05"	"Summer"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_5710"	"pos_MM8_1-F,8_01_5710.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_autumn_01"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_6577"	"pos_MM8_1-F,8_01_6577.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_autumn_02"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_6586"	"pos_MM8_1-F,8_01_6586.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_autumn_03"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_6595"	"pos_MM8_1-F,8_01_6595.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_autumn_04"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_6604"	"pos_MM8_1-F,8_01_6604.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_autumn_05"	"Autumn"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_6615"	"pos_MM8_1-F,8_01_6615.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_winter_01"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7103"	"pos_MM8_1-F,8_01_7103.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_winter_02"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7104"	"pos_MM8_1-F,8_01_7104.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_winter_03"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7113"	"pos_MM8_1-F,8_01_7113.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_winter_04"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7122"	"pos_MM8_1-F,8_01_7122.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_winter_05"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7131"	"pos_MM8_1-F,8_01_7131.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_winter_06"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7145"	"pos_MM8_1-F,8_01_7145.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_winter_07"	"Winter"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7153"	"pos_MM8_1-F,8_01_7153.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_01"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7360"	"pos_MM8_1-F,8_01_7360.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_02"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7361"	"pos_MM8_1-F,8_01_7361.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_03"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7362"	"pos_MM8_1-F,8_01_7362.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_04"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7365"	"pos_MM8_1-F,8_01_7365.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_05"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7366"	"pos_MM8_1-F,8_01_7366.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_06"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7394"	"pos_MM8_1-F,8_01_7394.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_07"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7397"	"pos_MM8_1-F,8_01_7397.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_08"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7405"	"pos_MM8_1-F,8_01_7405.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_09"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7414"	"pos_MM8_1-F,8_01_7414.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_10"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7423"	"pos_MM8_1-F,8_01_7423.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
"QC_pos_spring_11"	"Spring"	""	""	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_MM8_1-F.8_01_7433"	"pos_MM8_1-F,8_01_7433.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_quality_control_mass_spectrometry_positive_mode.maf.tsv"
