"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Biol. Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Tech. replicate]"	"Term Source REF"	"Term Accession Number"
"SW1398_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1398_VU_3_#1_E19_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_E19_1"	"RP_1mgsDHB_plus5mgsDHB_0_E19_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"1A"	""	""
"SW1398_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1398_VU_3_#2_E20_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_E20_1"	"RP_1mgsDHB_plus5mgsDHB_0_E20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"2A"	""	""
"SW1398_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1398_VU_3_#3_L5_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_L5_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_L5_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"3A"	""	""
"SW1398_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1398_VU_3_#4_M20_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_M20_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_M20_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"4A"	""	""
"SW1398_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1398_VU_4_#1_P17_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_SW1398_VU_4_dupl1u2_80lp_0_P17_1"	"RP_SW1398_VU_4_dupl1u2_80lp_0_P17_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"1B"	""	""
"SW1398_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1398_VU_4_#2_P18_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_SW1398_VU_4_dupl1u280lp_0_P18_1"	"RP_SW1398_VU_4_dupl1u280lp_0_P18_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"2B"	""	""
"SW1398_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1398_VU_4_#3_I7_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I7_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I7_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"3A"	""	""
"SW1398_VUmc"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1398_VU_4_#4_P18_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P18_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P18_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2b"	""	""	"4A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_1_#1_I9_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_SW1463_1_dupl1u2_80lp_0_I9_1"	"RP_SW1463_1_dupl1u2_80lp_0_I9_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"1B"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_1_#2_A10_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_A10_1"	"RP_1mgsDHB_plus5mgsDHB_0_A10_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"2A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_1_#3_P15_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P15_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P15_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"3A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_1_#4_I10_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I10_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I10_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"4A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_2_#1_D7_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_D7_1"	"RP_1mgsDHB_plus5mgsDHB_0_D7_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"1A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_2_#2_D8_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_D8_1"	"RP_1mgsDHB_plus5mgsDHB_0_D8_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"2A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_2_#3_M17_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_M17_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_M17_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"3A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_2_#4_L8_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_L8_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_L8_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"4A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_4_#1_H1_A_norecrst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Dupl1and2_rowH_0_H1_1"	"Dupl1and2_rowH_0_H1_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1b"	""	""	"1A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_4_#2_H2_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Dupl1and2_rowH_0_H2_1"	"Dupl1and2_rowH_0_H2_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1b"	""	""	"2A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_4_#3_I23_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I23_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_I23_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1b"	""	""	"3A"	""	""
"SW1463"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW1463_4_#4_P2_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P2_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_P2_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1b"	""	""	"4A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_1_#1_J23_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_SW48_1_dupl1u2_80lp_0_J23_1"	"RP_SW48_1_dupl1u2_80lp_0_J23_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"1B"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_1_#2_B24_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_B24_1"	"RP_1mgsDHB_plus5mgsDHB_0_B24_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"2A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_1_#2_J24_B_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_SW48_1_dupl1u2_80lp_0_J24_1"	"RP_SW48_1_dupl1u2_80lp_0_J24_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"2B"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_1_#4_J24_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_J24_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_J24_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"4A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_2_#1_D5_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_D5_1"	"RP_1mgsDHB_plus5mgsDHB_0_D5_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"1A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_2_#2_D6_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_D6_1"	"RP_1mgsDHB_plus5mgsDHB_0_D6_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"2A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_2_#3_M19_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_M19_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_M19_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"3A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_2_#4_L6_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_L6_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_L6_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"4A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_3_#1_F3_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_F3_1"	"RP_1mgsDHB_plus5mgsDHB_0_F3_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"1A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_3_#2_F4_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_F4_1"	"RP_1mgsDHB_plus5mgsDHB_0_F4_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"2A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_3_#3_K21_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_K21_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_K21_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"3A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_3_#4_N4_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_N4_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_N4_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"4A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_4_#1_G15_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_G15_1"	"RP_1mgsDHB_plus5mgsDHB_0_G15_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3b"	""	""	"1A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_4_#2_G16_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_1mgsDHB_plus5mgsDHB_0_G16_1"	"RP_1mgsDHB_plus5mgsDHB_0_G16_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3b"	""	""	"2A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_4_#3_J9_A_norecryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_J9_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_0_J9_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3b"	""	""	"3A"	""	""
"SW48"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW48_4_#4_O16_A_recryst"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"RP_CRCcellLlineScreening_dupl3and4_80lp_recryst_0_O16_1"	"RP_CRCcellLlineScreening_dupl3and4_80lp_recryst_0_O16_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3b"	""	""	"4A"	""	""
"SW480"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW480_#1B_C1"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"1b_0_C1_1"	"1b_0_C1_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"1"	""	""	"1B"	""	""
"SW480"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW480_#1B_D11"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"1b_0_D11_1"	"1b_0_D11_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"2"	""	""	"1B"	""	""
"SW480"	"Extraction"	"water milli-Q"	"other"	""	"Chromatography"	""	""	""	""	""	"SW480_#1B_F9"	"ethyl esterification"	""	""	"Mass spectrometry"	"positive"	"1000-5000"	"Bruker ultrafleXtreme"	""	""	"matrix-assisted laser desorption ionization"	"MS"	""	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"1b_0_F9_1"	"1b_0_F9_1.xy"	"Data transformation"	"SampleMatching_N-glycanProfiling_CRC.xlsx"	""	"Metabolite identification"	""	"m_Assay1-Profiling_v2_maf.tsv"	"3"	""	""	"1B"	""	""
