"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Ionisation]"	"Term Source REF"	"Term Accession Number"
"Galic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Galic acid"	"Galic acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Gentiobiose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Gentiobiose"	"Gentiobiose.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"beta-Gentiobiose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Gentiobiose byproduct peak"	"Gentiobiose_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucoheptose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucoheptose"	"Glucoheptose.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucoheptose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucoheptose byproduct peak"	"Glucoheptose_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Gluconic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Gluconic acid"	"Gluconic acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Gluconic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Gluconic acid byproduct peak"	"Gluconic acid_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucosamine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucosamine"	"Glucosamine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucosamine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucosamine byproduct peak"	"Glucosamine_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucose"	"Glucose.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucose 6 phosphate"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucose 6 phosphate"	"Glucose 6 phosphate.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucose byproduct peak"	"Glucose_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucuronic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucuronic acid"	"Glucuronic acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glucuronic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glucuronic acid byproduct peak"	"Glucuronic acid_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glutamic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glutamic acid"	"Glutamic acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glutamine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glutamine"	"Glutamine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glutamine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glutamine byproduct peak"	"Glutamine_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glutaric acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glutaric acid"	"Glutaric acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Gly-Gly"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Gly-Gly"	"Glycerol 2 phosphate.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Gly-Gly"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Gly-Gly byproduct peak"	"Glycine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glyceraldehyde 3 phosphate"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glyceraldehyde 3 phosphate"	"Gly-Gly.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glyceric acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glyceric acid"	"Gly-Gly_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glycerol 2 phosphate"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glycerol 2 phosphate"	"Glyceraldehyde 3 phosphate.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Glycine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Glycine"	"Glyceric acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Guanine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Guanine"	"Guanine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Gulono-gamma-lactone"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Gulono-gamma-lactone"	"Gulono-gamma-lactone.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Histidine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Histidine"	"Histidine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Homocystein"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Homocystein"	"Homocystein.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Homocystine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Homocystine"	"Homocystine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Homoserine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Homoserine"	"Homoserine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Hypotaurine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Hypotaurine"	"Hypotaurine.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"IAA"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"IAA"	"IAA.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Iditol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Iditol"	"Iditol.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Iduronic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Iduronic acid"	"Iduronic acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Iduronic acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Iduronic acid byproduct peak"	"Iduronic acid_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"iP"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"iP"	"iP.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"iP"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"iP byproduct peak"	"iP_2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
"Isocitric acid"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Isocitric acid"	"Isocitric acid.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_18V_EI-MS_spectra_database_v2_maf.tsv"	"18V-Electron Ionization"	""	""
