Sample Name	Protocol REF	Protocol REF	Comment[Fear related behaviours]	Protocol REF	Comment[Glucose tolerance]	Protocol REF	Comment[Blood pressure]	Protocol REF	Comment[Basal hematology]	Protocol REF	Comment[Basal immunology]	Protocol REF	Comment[Experimental autoimmune encephalitis]	Protocol REF	Comment[Euthanasia and tissue dissection, day]	Comment[Euthanasia and tissue dissection]	Protocol REF	Comment[Serum biochemistry]	Protocol REF	Comment[Arterial elastic lamina ruptures]	Protocol REF	Comment[Bone mass and strength]	Protocol REF	Comment[Wound healing]	Protocol REF	Comment[Body weight]	Protocol REF	Comment[Renal agenesis]	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Comment[Additional Data Record]
Outbred68	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	16	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	N/A	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1652					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred680	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	10	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	129	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1653					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred681	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	10	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	129	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1654					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred682	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	128	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1655					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred683	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	128	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1656					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred684	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	128	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1657					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred685	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	10	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1658					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred686	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	10	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1659					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred687	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	13	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1660					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred688	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1661					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred689	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1662					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred69	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	16	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	N/A	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1663					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred690	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1664					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred691	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	128	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1665					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred692	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	123	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1666					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred693	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	128	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1667					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred694	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1668					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred695	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1669					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred696	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1670					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred697	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1671					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred698	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1672					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred699	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1673					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred7	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	10	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	N/A	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1674					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred70	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	16	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	N/A	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1675					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred700	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	129	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1676					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred701	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	134	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping1677					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
