"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"
"LivSet2-13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-13(2)"	"Sai_Liv_Set2_May_19_2015_118.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 12 bio rep 2, technical replicate 2"	""	""
"LivSet2-14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-14"	"Sai_Liv_Set2_May_19_2015_022.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 13 bio rep 2, technical replicate 1"	""	""
"LivSet2-14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-14(2)"	"Sai_Liv_Set2_May_19_2015_056.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 13 bio rep 2, technical replicate 2"	""	""
"LivSet2-15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-15"	"Sai_Liv_Set2_May_19_2015_076.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 14 bio rep 2, technical replicate 1"	""	""
"LivSet2-15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-15(2)"	"Sai_Liv_Set2_May_19_2015_036.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 14 bio rep 2, technical replicate 2"	""	""
"LivSet2-16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-16"	"Sai_Liv_Set2_May_19_2015_062.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 15 bio rep 2, technical replicate 1"	""	""
"LivSet2-16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-16(2)"	"Sai_Liv_Set2_May_19_2015_028.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 15 bio rep 2, technical replicate 2"	""	""
"LivSet2-17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-17"	"Sai_Liv_Set2_May_19_2015_027.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 16 bio rep 2, technical replicate 1"	""	""
"LivSet2-17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-17(2)"	"Sai_Liv_Set2_May_19_2015_103.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 16 bio rep 2, technical replicate 2"	""	""
"LivSet2-18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-18"	"Sai_Liv_Set2_May_19_2015_070.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 17 bio rep 2, technical replicate 1"	""	""
"LivSet2-18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-18(2)"	"Sai_Liv_Set2_May_19_2015_097.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 17 bio rep 2, technical replicate 2"	""	""
"LivSet2-19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-19"	"Sai_Liv_Set2_May_19_2015_055.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 18 bio rep 2, technical replicate 1"	""	""
"LivSet2-19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-19(2)"	"Sai_Liv_Set2_May_19_2015_023.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 18 bio rep 2, technical replicate 2"	""	""
"LivSet2-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-20"	"Sai_Liv_Set2_May_19_2015_095.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 19 bio rep 2, technical replicate 1"	""	""
"LivSet2-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-20(2)"	"Sai_Liv_Set2_May_19_2015_123.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 19 bio rep 2, technical replicate 2"	""	""
"LivSet2-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-21"	"Sai_Liv_Set2_May_19_2015_067.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 20 bio rep 2, technical replicate 1"	""	""
"LivSet2-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-21(2)"	"Sai_Liv_Set2_May_19_2015_048.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 20 bio rep 2, technical replicate 2"	""	""
"LivSet2-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-22"	"Sai_Liv_Set2_May_19_2015_122.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 21 bio rep 2, technical replicate 1"	""	""
"LivSet2-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-22(2)"	"Sai_Liv_Set2_May_19_2015_124.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 21 bio rep 2, technical replicate 2"	""	""
"LivSet2-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-23"	"Sai_Liv_Set2_May_19_2015_082.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 22 bio rep 2, technical replicate 1"	""	""
"LivSet2-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-23(2)"	"Sai_Liv_Set2_May_19_2015_115.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 22 bio rep 2, technical replicate 2"	""	""
"LivSet2-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-24"	"Sai_Liv_Set2_May_19_2015_091.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 23 bio rep 2, technical replicate 1"	""	""
"LivSet2-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-24(2)"	"Sai_Liv_Set2_May_19_2015_093.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 23 bio rep 2, technical replicate 2"	""	""
"LivSet2-25"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-25"	"Sai_Liv_Set2_May_19_2015_037.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 24 bio rep 2, technical replicate 1"	""	""
"LivSet2-25"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-25(2)"	"Sai_Liv_Set2_May_19_2015_111.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 24 bio rep 2, technical replicate 2"	""	""
"LivSet2-26"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-26"	"Sai_Liv_Set2_May_19_2015_096.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 25 bio rep 2, technical replicate 1"	""	""
"LivSet2-26"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-26(2)"	"Sai_Liv_Set2_May_19_2015_035.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 25 bio rep 2, technical replicate 2"	""	""
"LivSet2-27"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-27"	"Sai_Liv_Set2_May_19_2015_105.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 26 bio rep 2, technical replicate 1"	""	""
"LivSet2-27"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-27(2)"	"Sai_Liv_Set2_May_19_2015_108.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 26 bio rep 2, technical replicate 2"	""	""
"LivSet2-28"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-28"	"Sai_Liv_Set2_May_19_2015_041.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 27 bio rep 2, technical replicate 1"	""	""
"LivSet2-28"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-28(2)"	"Sai_Liv_Set2_May_19_2015_083.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 27 bio rep 2, technical replicate 2"	""	""
"LivSet2-29"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-29"	"Sai_Liv_Set2_May_19_2015_019.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 28 bio rep 2, technical replicate 1"	""	""
"LivSet2-29"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-29(2)"	"Sai_Liv_Set2_May_19_2015_033.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 28 bio rep 2, technical replicate 2"	""	""
"LivSet2-30"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-30"	"Sai_Liv_Set2_May_19_2015_020.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 29 bio rep 2, technical replicate 1"	""	""
"LivSet2-30"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-30(2)"	"Sai_Liv_Set2_May_19_2015_058.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 29 bio rep 2, technical replicate 2"	""	""
"LivSet2-31"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-31"	"Sai_Liv_Set2_May_19_2015_116.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 30 bio rep 2, technical replicate 1"	""	""
"LivSet2-31"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-31(2)"	"Sai_Liv_Set2_May_19_2015_026.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 30 bio rep 2, technical replicate 2"	""	""
"LivSet2-32"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-32"	"Sai_Liv_Set2_May_19_2015_075.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 31 bio rep 2, technical replicate 1"	""	""
"LivSet2-32"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-32(2)"	"Sai_Liv_Set2_May_19_2015_117.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 31 bio rep 2, technical replicate 2"	""	""
"LivSet2-33"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-33"	"Sai_Liv_Set2_May_19_2015_079.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 32 bio rep 2, technical replicate 1"	""	""
"LivSet2-33"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-33(2)"	"Sai_Liv_Set2_May_19_2015_044.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 32 bio rep 2, technical replicate 2"	""	""
