"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Cry2-12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-12(2)"	"Cry2-12 technical replicate 2"	""	""	"Sai_KD_June_15_15_253.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-13"	"Cry2-13 technical replicate 1"	""	""	"Sai_KD_June_15_15_122.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-13(2)"	"Cry2-13 technical replicate 2"	""	""	"Sai_KD_June_15_15_249.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-14"	"Cry2-14 technical replicate 1"	""	""	"Sai_KD_June_15_15_054.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-14(2)"	"Cry2-14 technical replicate 2"	""	""	"Sai_KD_June_15_15_198.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-15"	"Cry2-15 technical replicate 1"	""	""	"Sai_KD_June_15_15_081.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-15(2)"	"Cry2-15 technical replicate 2"	""	""	"Sai_KD_June_15_15_282.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-16"	"Cry2-16 technical replicate 1"	""	""	"Sai_KD_June_15_15_074.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-16(2)"	"Cry2-16 technical replicate 2"	""	""	"Sai_KD_June_15_15_255.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-17"	"Cry2-17 technical replicate 1"	""	""	"Sai_KD_June_15_15_086.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-17(2)"	"Cry2-17 technical replicate 2"	""	""	"Sai_KD_June_15_15_290.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-18"	"Cry2-18 technical replicate 1"	""	""	"Sai_KD_June_15_15_108.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-18(2)"	"Cry2-18 technical replicate 2"	""	""	"Sai_KD_June_15_15_158.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-19"	"Cry2-19 technical replicate 1"	""	""	"Sai_KD_June_15_15_102.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-19(2)"	"Cry2-19 technical replicate 2"	""	""	"Sai_KD_June_15_15_269.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-20"	"Cry2-20 technical replicate 1"	""	""	"Sai_KD_June_15_15_031.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-20(2)"	"Cry2-20 technical replicate 2"	""	""	"Sai_KD_June_15_15_296.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-21"	"Cry2-21 technical replicate 1"	""	""	"Sai_KD_June_15_15_098.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-21(2)"	"Cry2-21 technical replicate 2"	""	""	"Sai_KD_June_15_15_264.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-22"	"Cry2-22 technical replicate 1"	""	""	"Sai_KD_June_15_15_083.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-22(2)"	"Cry2-22 technical replicate 2"	""	""	"Sai_KD_June_15_15_168.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-23"	"Cry2-23 technical replicate 1"	""	""	"Sai_KD_June_15_15_131.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-23(2)"	"Cry2-23 technical replicate 2"	""	""	"Sai_KD_June_15_15_165.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-24"	"Cry2-24 technical replicate 1"	""	""	"Sai_KD_June_15_15_129.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Cry2-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Cry2-24(2)"	"Cry2-24 technical replicate 2"	""	""	"Sai_KD_June_15_15_210.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-0"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-0"	"Neg-0 technical replicate 1"	""	""	"Sai_KD_June_15_15_140.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-0"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-0(2)"	"Neg-0 technical replicate 2"	""	""	"Sai_KD_June_15_15_228.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-1"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-1"	"Neg-1 technical replicate 1"	""	""	"Sai_KD_June_15_15_072.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-1"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-1(2)"	"Neg-1 technical replicate 2"	""	""	"Sai_KD_June_15_15_245.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-2"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-2"	"Neg-2 technical replicate 1"	""	""	"Sai_KD_June_15_15_095.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-2"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-2(2)"	"Neg-2 technical replicate 2"	""	""	"Sai_KD_June_15_15_201.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-3"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-3"	"Neg-3 technical replicate 1"	""	""	"Sai_KD_June_15_15_061.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-3"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-3(2)"	"Neg-3 technical replicate 2"	""	""	"Sai_KD_June_15_15_233.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-4"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-4"	"Neg-4 technical replicate 1"	""	""	"Sai_KD_June_15_15_068.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-4"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-4(2)"	"Neg-4 technical replicate 2"	""	""	"Sai_KD_June_15_15_215.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-5"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-5"	"Neg-5 technical replicate 1"	""	""	"Sai_KD_June_15_15_038.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-5"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-5(2)"	"Neg-5 technical replicate 2"	""	""	"Sai_KD_June_15_15_196.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-6"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-6"	"Neg-6 technical replicate 1"	""	""	"Sai_KD_June_15_15_027.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-6"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-6(2)"	"Neg-6 technical replicate 2"	""	""	"Sai_KD_June_15_15_212.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-7"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-7"	"Neg-7 technical replicate 1"	""	""	"Sai_KD_June_15_15_099.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-7"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-7(2)"	"Neg-7 technical replicate 2"	""	""	"Sai_KD_June_15_15_206.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-8"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-8"	"Neg-8 technical replicate 1"	""	""	"Sai_KD_June_15_15_136.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
