"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Infection Status]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Taurine 15N Labeling]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Media Taurine Abundance]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose-6-13C Labeling]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Exogenous SBPase]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Exogenous BFP]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Lysate Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[SBPase Expression in Lysate]"	"Term Source REF"	"Term Accession Number"
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U7B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U7C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U8A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"44U8B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"44 µm Taurine Added"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"TG1"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"TG2"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"TG3"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"UN1"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"UN2"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"UN3"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"HELABFP1"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"HELABFP2"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"HELABFP3"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"HELASBOE1"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"HELASBOE2"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"HELASBOE3"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"Glc-6-13C Labeled"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B302A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B302B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B302C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B305A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B305B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B305C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B602A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B602B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B602C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B605A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B605B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"B605C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"N30A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"N30B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"N30C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"N60A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"N60B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"N60C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S302A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S302B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S302C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S305A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S305B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S305C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S602A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S602B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S602C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S605A"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S605B"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"S605C"	"Uninfected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"Lysate Treated"	""	""	"SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"9OE1A"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"9OE1B"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"9OE2A"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"9OE2B"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"9WTA"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"9WTB"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"12OE1A"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"12OE1B"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"12OE2A"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"12OE2B"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"12WTA"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
