"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time collected]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample Replicate]"	"Term Source REF"	"Term Accession Number"
"Wax_Mat Sample_4_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_4_B_2"	"15-30"	""	""	"B"	""	""
"Wax_Mat Sample_4_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_4_C_1"	"15-30"	""	""	"C"	""	""
"Wax_Mat Sample_4_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_4_C_2"	"15-30"	""	""	"C"	""	""
"Wax_Mat Sample_5_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_5_A_1"	"17-00"	""	""	"A"	""	""
"Wax_Mat Sample_5_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_5_A_2"	"17-00"	""	""	"A"	""	""
"Wax_Mat Sample_5_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_5_B_1"	"17-00"	""	""	"B"	""	""
"Wax_Mat Sample_5_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_5_B_2"	"17-00"	""	""	"B"	""	""
"Wax_Mat Sample_5_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_5_C_1"	"17-00"	""	""	"C"	""	""
"Wax_Mat Sample_5_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_5_C_2"	"17-00"	""	""	"C"	""	""
"Wax_Mat Sample_6_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_6_A_1"	"19-00"	""	""	"A"	""	""
"Wax_Mat Sample_6_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_6_A_2"	"19-00"	""	""	"A"	""	""
"Wax_Mat Sample_6_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_6_B_1"	"19-00"	""	""	"B"	""	""
"Wax_Mat Sample_6_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_6_B_2"	"19-00"	""	""	"B"	""	""
"Wax_Mat Sample_6_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_6_C_1"	"19-00"	""	""	"C"	""	""
"Wax_Mat Sample_6_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_6_C_2"	"19-00"	""	""	"C"	""	""
"Wax_Mat Sample_7_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_7_A_1"	"22-00"	""	""	"A"	""	""
"Wax_Mat Sample_7_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_7_A_2"	"22-00"	""	""	"A"	""	""
"Wax_Mat Sample_7_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_7_B_1"	"22-00"	""	""	"B"	""	""
"Wax_Mat Sample_7_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_7_B_2"	"22-00"	""	""	"B"	""	""
"Wax_Mat Sample_7_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_7_C_1"	"22-00"	""	""	"C"	""	""
"Wax_Mat Sample_7_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_7_C_2"	"22-00"	""	""	"C"	""	""
"Wax_Mat Sample_8_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_8_A_1"	"23-00"	""	""	"A"	""	""
"Wax_Mat Sample_8_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_8_A_2"	"23-00"	""	""	"A"	""	""
"Wax_Mat Sample_8_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_8_B_1"	"23-00"	""	""	"B"	""	""
"Wax_Mat Sample_8_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_8_B_2"	"23-00"	""	""	"B"	""	""
"Wax_Mat Sample_8_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_8_C_1"	"23-00"	""	""	"C"	""	""
"Wax_Mat Sample_8_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_8_C_2"	"23-00"	""	""	"C"	""	""
"Wax_Mat Sample_9_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_9_A_1"	"01-00"	""	""	"A"	""	""
"Wax_Mat Sample_9_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_9_A_2"	"01-00"	""	""	"A"	""	""
"Wax_Mat Sample_9_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_9_B_1"	"01-00"	""	""	"B"	""	""
"Wax_Mat Sample_9_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_9_B_2"	"01-00"	""	""	"B"	""	""
"Wax_Mat Sample_9_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_9_C_1"	"01-00"	""	""	"C"	""	""
"Wax_Mat Sample_9_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_9_C_2"	"01-00"	""	""	"C"	""	""
"Wax_Mat Sample_10_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_10_A_1"	"03-00"	""	""	"A"	""	""
"Wax_Mat Sample_10_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_10_A_2"	"03-00"	""	""	"A"	""	""
"Wax_Mat Sample_10_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_10_B_1"	"03-00"	""	""	"B"	""	""
"Wax_Mat Sample_10_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_10_B_2"	"03-00"	""	""	"B"	""	""
"Wax_Mat Sample_10_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_10_C_1"	"03-00"	""	""	"C"	""	""
"Wax_Mat Sample_10_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_10_C_2"	"03-00"	""	""	"C"	""	""
"Wax_Mat Sample_11_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_11_A_1"	"05-00"	""	""	"A"	""	""
"Wax_Mat Sample_11_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_11_A_2"	"05-00"	""	""	"A"	""	""
"Wax_Mat Sample_11_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_11_B_1"	"05-00"	""	""	"B"	""	""
"Wax_Mat Sample_11_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_11_B_2"	"05-00"	""	""	"B"	""	""
"Wax_Mat Sample_11_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_11_C_1"	"05-00"	""	""	"C"	""	""
"Wax_Mat Sample_11_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_11_C_2"	"05-00"	""	""	"C"	""	""
"Wax_Mat Sample_12_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_12_A_1"	"07-00"	""	""	"A"	""	""
"Wax_Mat Sample_12_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_12_A_2"	"07-00"	""	""	"A"	""	""
"Wax_Mat Sample_12_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_12_B_1"	"07-00"	""	""	"B"	""	""
"Wax_Mat Sample_12_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_12_B_2"	"07-00"	""	""	"B"	""	""
"Wax_Mat Sample_12_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_12_C_1"	"07-00"	""	""	"C"	""	""
"Wax_Mat Sample_12_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_12_C_2"	"07-00"	""	""	"C"	""	""
"Wax_Mat Sample_13_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_13_A_1"	"09-00"	""	""	"A"	""	""
"Wax_Mat Sample_13_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_13_A_2"	"09-00"	""	""	"A"	""	""
"Wax_Mat Sample_13_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_13_B_1"	"09-00"	""	""	"B"	""	""
"Wax_Mat Sample_13_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_13_B_2"	"09-00"	""	""	"B"	""	""
"Wax_Mat Sample_13_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_13_C_1"	"09-00"	""	""	"C"	""	""
"Wax_Mat Sample_13_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_13_C_2"	"09-00"	""	""	"C"	""	""
"Wax_Mat Sample_14_A_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_14_A_1"	"11-00"	""	""	"A"	""	""
"Wax_Mat Sample_14_A_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_14_A_2"	"11-00"	""	""	"A"	""	""
"Wax_Mat Sample_14_B_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_14_B_1"	"11-00"	""	""	"B"	""	""
"Wax_Mat Sample_14_B_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_14_B_2"	"11-00"	""	""	"B"	""	""
"Wax_Mat Sample_14_C_1"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_14_C_1"	"11-00"	""	""	"C"	""	""
"Wax_Mat Sample_14_C_2"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"Wax_Mat Sample_14_C_2"	"11-00"	""	""	"C"	""	""
"PHA_Mat_Sample_1_A"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"PHA_Mat_Sample_1_A"	"12-30"	""	""	"A"	""	""
"PHA_Mat_Sample_1_B"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"PHA_Mat_Sample_1_B"	"12-30"	""	""	"B"	""	""
"PHA_Mat_Sample_1_C"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"PHA_Mat_Sample_1_C"	"12-30"	""	""	"C"	""	""
"PHA_Mat_Sample_2_A"	"Synechococcus sp.;NCBITAXON:Roseiflexus;NCBITAXON:Candidatus Chloracidobacterium;Candidatus Thermochlorobacter spp.;NCBITAXON:Chloroflexus"	"NCBITAXON"	""	"microbial mat"	"ENVO"	"http://purl.obolibrary.org/obo/ENVO_01000008"	"Sample Collection"	"PHA_Mat_Sample_2_A"	"13-30"	""	""	"A"	""	""
