"Sample Name"	"Protocol REF"	"Parameter Value[Sample mounting]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sample preservation]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sectioning instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Section thickness]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Labeled Extract Name"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Solvent]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Spatial resolution]"	"Unit"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[Stain]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[High-res image]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Low-res image]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"BRB19C"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB19C"	"BRB19C.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB19C 6 NEG TOP - 2014-08-13 20.07.10.ndpi"	""	""	"BRB19C.tif"	""	""	"Data transformation"	""	"BRB19C.imzML"	"Metabolite identification"	""	""
"BRB19E"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB19E"	"BRB19E.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB19E 4 NEG BOTTOM - 2014-08-13 20.19.56.ndpi"	""	""	"BRB19E.tif"	""	""	"Data transformation"	""	"BRB19E.imzML"	"Metabolite identification"	""	""
"BRB19N"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB19N"	"BRB19N.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB19N 2 NEG TOP - 2014-08-13 20.16.47.ndpi"	""	""	"BRB19N.tif"	""	""	"Data transformation"	""	"BRB19N.imzML"	"Metabolite identification"	""	""
"BRB19S"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB19S"	"BRB19S.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	""	""	""	"BRB19S.tif"	""	""	"Data transformation"	""	"BRB19S.imzML"	"Metabolite identification"	""	""
"BRB19W"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB19W"	"BRB19W.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB19W 5 NEG BOTTOM - 2014-08-13 20.11.10.ndpi"	""	""	"BRB19W.tif"	""	""	"Data transformation"	""	"BRB19W.imzML"	"Metabolite identification"	""	""
"BRB21E"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB21E"	"BRB21E.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	""	""	""	"BRB21E.tif"	""	""	"Data transformation"	""	"BRB21E.imzML"	"Metabolite identification"	""	""
"BRB21N"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB21N"	"BRB21N.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB21N 4 NEG TOP - 2014-08-13 20.27.30.ndpi"	""	""	"BRB21N.tif"	""	""	"Data transformation"	""	"BRB21N.imzML"	"Metabolite identification"	""	""
"BRB21S"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB21S"	"BRB21S.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB21S 4 NEG BOTTOM - 2014-08-13 20.24.14.ndpi"	""	""	"BRB21S.tif"	""	""	"Data transformation"	""	"BRB21S.imzML"	"Metabolite identification"	""	""
"BRB21W"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB21W"	"BRB21W.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	""	""	""	"BRB21W.tif"	""	""	"Data transformation"	""	"BRB21W.imzML"	"Metabolite identification"	""	""
"BRB22E"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB22E"	"BRB22E.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	""	""	""	"BRB22E.tif"	""	""	"Data transformation"	""	"BRB22E.imzML"	"Metabolite identification"	""	""
"BRB22N"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB22N"	"BRB22N.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB22N 4 NEG BOTTOM - 2014-08-13 19.41.03.ndpi"	""	""	"BRB22N.tif"	""	""	"Data transformation"	""	"BRB22N.imzML"	"Metabolite identification"	""	""
"BRB22S"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB22S"	"BRB22S.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	""	""	""	"BRB22S.tif"	""	""	"Data transformation"	""	"BRB22S.imzML"	"Metabolite identification"	""	""
"BRB22W"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB22W"	"BRB22W.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB22W 4 NEG BOTTOM - 2014-08-13 19.36.51.ndpi"	""	""	"BRB22W.tif"	""	""	"Data transformation"	""	"BRB22W.imzML"	"Metabolite identification"	""	""
"BRB26C"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB26C"	"BRB26C.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB26C 1 NEG TOP - 2014-08-13 22.25.48.ndpi"	""	""	"BRB26C.tif"	""	""	"Data transformation"	""	"BRB26C.imzML"	"Metabolite identification"	""	""
"BRB26E"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB26E"	"BRB26E.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB26E 4 NEG BOTTOM - 2014-08-13 22.54.57.ndpi"	""	""	"BRB26E.tif"	""	""	"Data transformation"	""	"BRB26E.imzML"	"Metabolite identification"	""	""
"BRB26N"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB26N"	"BRB26N.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB26N 5 NEG BOTTOM - 2014-08-13 23.00.29.ndpi"	""	""	"BRB26N.tif"	""	""	"Data transformation"	""	"BRB26N.imzML"	"Metabolite identification"	""	""
"BRB26S"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB26S"	"BRB26S.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB26S 4 NEG TOP - 2014-08-13 22.58.42.ndpi"	""	""	"BRB26S.tif"	""	""	"Data transformation"	""	"BRB26S.imzML"	"Metabolite identification"	""	""
"BRB26W"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB26W"	"BRB26W.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB26W 4 NEG TOP - 2014-08-13 22.52.44.ndpi"	""	""	"BRB26W.tif"	""	""	"Data transformation"	""	"BRB26W.imzML"	"Metabolite identification"	""	""
"BRB27C"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB27C"	"BRB27C.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB27C 2 NEG BOTTOM - 2014-08-13 22.27.12.ndpi"	""	""	"BRB27C.tif"	""	""	"Data transformation"	""	"BRB27C.imzML"	"Metabolite identification"	""	""
"BRB27E"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB27E"	"BRB27E.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB27E 4 NEG TOP - 2014-08-13 22.29.49.ndpi"	""	""	"BRB27E.tif"	""	""	"Data transformation"	""	"BRB27E.imzML"	"Metabolite identification"	""	""
"BRB27S"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB27S"	"BRB27S.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB27S 3 NEG TOP - 2014-08-13 22.50.57.ndpi"	""	""	"BRB27S.tif"	""	""	"Data transformation"	""	"BRB27S.imzML"	"Metabolite identification"	""	""
"BRB27W"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB27W"	"BRB27W.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB27W 4 NEG BOTTOM - 2014-08-13 23.22.12.ndpi"	""	""	"BRB27W.tif"	""	""	"Data transformation"	""	"BRB27W.imzML"	"Metabolite identification"	""	""
"BRB28C"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB28C"	"BRB28C.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB28C 10 NEG BOTTOM - 2014-08-13 23.07.34.ndpi"	""	""	"BRB28C.tif"	""	""	"Data transformation"	""	"BRB28C.imzML"	"Metabolite identification"	""	""
"BRB28E"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB28E"	"BRB28E.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB28E 4 NEG TOP - 2014-08-13 23.11.14.ndpi"	""	""	"BRB28E.tif"	""	""	"Data transformation"	""	"BRB28E.imzML"	"Metabolite identification"	""	""
"BRB28N"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB28N"	"BRB28N.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB28N 6 NEG TOP - 2014-08-13 22.31.14.ndpi"	""	""	"BRB28N.tif"	""	""	"Data transformation"	""	"BRB28N.imzML"	"Metabolite identification"	""	""
"BRB28S"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB28S"	"BRB28S.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB28S 2 NEG BOTTOM - 2014-08-13 22.36.41.ndpi"	""	""	"BRB28S.tif"	""	""	"Data transformation"	""	"BRB28S.imzML"	"Metabolite identification"	""	""
"BRB28W"	"Preparation"	"Thermo Scientific X72 SuperFrost Plus Adhesion slide"	""	""	"Flash frozen"	""	""	""	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"desorption electrospray ionisation"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol/water 95/5"	""	""	"100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"BRB28W"	"BRB28W.ibd"	"Histology"	"Hematoxylin and Eosin Staining Method"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23011"	"SABINE BRB28W 5 NEG BOTTOM - 2014-08-13 22.40.00.ndpi"	""	""	"BRB28W.tif"	""	""	"Data transformation"	""	"BRB28W.imzML"	"Metabolite identification"	""	""
