"Sample Name"	"Factor Value[Extracellular/Intracellular]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"YJM269i_G2_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G2_1"	"YJM269i_G2_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G2_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G2_2"	"YJM269i_G2_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G2_3"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G2_3"	"YJM269i_G2_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G3_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G3_1"	"YJM269i_G3_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G3_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G3_2"	"YJM269i_G3_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G3_3"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G3_3"	"YJM269i_G3_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G4_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G4"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G4_1"	"YJM269i_G4_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G4_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G4"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G4_2"	"YJM269i_G4_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G4_3"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G4"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G4_3"	"YJM269i_G4_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G5_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G5"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G5_1"	"YJM269i_G5_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G5_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G5"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G5_2"	"YJM269i_G5_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM269i_G5_3"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM269_G5"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM269i_G5_3"	"YJM269i_G5_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G1_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G1_1"	"YJM975i_G1_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G1_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G1_2"	"YJM975i_G1_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G1_3"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G1_3"	"YJM975i_G1_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G2_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G2_1"	"YJM975i_G2_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G2_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G2_2"	"YJM975i_G2_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G2_3"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G2_3"	"YJM975i_G2_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G3_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G3_1"	"YJM975i_G3_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G3_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G3_2"	"YJM975i_G3_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G4_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G4"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G4_1"	"YJM975i_G4_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G4_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G4"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G4_2"	"YJM975i_G4_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G4_3"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G4"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G4_3"	"YJM975i_G4_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G5_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G5"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G5_1"	"YJM975i_G5_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G5_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G5"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G5_2"	"YJM975i_G5_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM975i_G5_3"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM975_G5"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM975i_G5_3"	"YJM975i_G5_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM978i_G1_1"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM978_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM978i_G1_1"	"YJM978i_G1_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"YJM978i_G1_2"	"intracellular"	"EFO"	"http://purl.obolibrary.org/obo/GO_0005622"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"YJM978_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"YJM978i_G1_2"	"YJM978i_G1_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Intra.xls"	"m_INTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
