"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample type]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[tumor and non tumor renal cell line]"	"Term Source REF"	"Term Accession Number"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"GCI_1.1"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"GCI_1.2"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"RAJ_1.1"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"RAJ_1.2"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"FE_1.1"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"FE_1.2"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"GMC_1.1"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"GMC_1.2"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"AJF_1.1"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"ccRCC_SIV"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"AJF_1.2"	""	""	""	"Clear Cell Renal Cell Carcinoma"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4033"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS19_1.1"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS19_1.2"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS98_1.1"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS98_1.2"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS11_1.1"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS11_1.2"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS97_1.1"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS97_1.2"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS96_1.1"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"Healthy_individual"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"blood serum"	"EFO"	"http://purl.obolibrary.org/obo/BTO_0000133"	""	""	""	"Sample Collection"	"CS96_1.2"	""	""	""	"Healthy Control"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94342"
"QA"	"reference compound"	"BAO"	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	""	""	""	"Sample Collection"	"QA_beginning"	""	""	""	"Standard"	""	""
"QA"	"reference compound"	"BAO"	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	""	""	""	"Sample Collection"	"QA_middle"	""	""	""	"Standard"	""	""
"QA"	"reference compound"	"BAO"	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	""	""	""	"Sample Collection"	"QA_end"	""	""	""	"Standard"	""	""
"Samples_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Samples_Prep_Blank_1.1"	""	""	""	"Blank"	""	""
"Samples_Prep_Blank"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	"Culture Media"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D003470"	""	""	""	"Sample Collection"	"Samples_Prep_Blank_1.2"	""	""	""	"Blank"	""	""
"Solvent_Blank"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	"solvent"	"BAO"	"http://purl.obolibrary.org/obo/CHEBI_46787"	""	""	""	"Sample Collection"	"Solvent_Blank"	""	""	""	"Blank"	""	""
